tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
6.357	0.000	275.938	0.00000000	4.699	7.129	4.699	7.129	4.699	7.129	0.000	1.431	0.000	1.431	0.000	1.431	143.906	99999.000	143.906	99999.000	143.906	99999.000	13.297	0.000	112.188	0.10000000	9.967	14.391	9.967	14.391	9.967	14.391	0.000	2.795	0.000	2.795	0.000	2.795	58.203	99999.000	58.203	99999.000	58.203	99999.000	0.568133	0.833333	0.826696	0.038298	0.815068	0.496451	0.059702
6.957	0.011	30.500	1.00000000	4.752	9.010	4.752	9.010	4.752	9.010	0.000	2.248	0.000	2.248	0.000	2.248	23.147	99999.000	23.147	99999.000	23.147	99999.000	16.539	0.002	62.500	0.10000000	14.430	20.688	14.430	20.688	14.430	20.688	0.000	2.487	0.000	2.487	0.000	2.487	55.020	1332.500	55.020	1332.500	55.020	1332.500	0.525260	0.867876	0.852331	0.105264	0.838509	0.546306	0.072464
6.350	0.000	288.750	0.20000000	4.324	6.998	4.324	6.998	4.324	6.998	0.000	1.626	0.000	1.626	0.000	1.626	65.352	99999.000	65.352	99999.000	65.352	99999.000	14.568	0.000	82.236	0.30000000	11.039	15.988	11.039	15.988	11.039	15.988	0.000	3.575	0.000	3.575	0.000	3.575	71.455	99999.000	71.455	99999.000	71.455	99999.000	0.602159	0.867338	0.855444	0.082278	0.851485	0.525363	0.048781
3.746	0.000	99999.000	0.00000000	3.285	4.398	3.285	4.398	3.285	4.398	0.000	0.051	0.000	0.051	0.000	0.051	69.312	99999.000	69.312	99999.000	69.312	99999.000	10.320	3.283	75.312	0.40000000	7.070	24.742	7.070	24.742	7.070	24.742	0.000	5.001	0.000	5.001	0.000	5.001	46.582	218.203	46.582	218.203	46.582	218.203	0.463185	0.898604	0.874357	0.192984	0.833333	0.478075	0.088608
7.572	0.005	97.578	0.10000000	6.242	9.664	6.242	9.664	6.242	9.664	0.000	1.109	0.000	1.109	0.000	1.109	51.475	99999.000	51.475	99999.000	51.475	99999.000	14.178	0.000	71.523	0.40000000	9.596	18.252	9.596	18.252	9.596	18.252	0.000	5.679	0.000	5.679	0.000	5.679	56.328	99999.000	56.328	99999.000	56.328	99999.000	0.505440	0.717460	0.717460	0.000000	0.840659	0.453315	0.000000
6.467	0.000	1180.000	0.00000000	4.621	7.129	4.621	7.129	4.621	7.129	0.000	1.132	0.000	1.132	0.000	1.132	122.500	99999.000	122.500	99999.000	122.500	99999.000	11.869	1.974	66.074	0.30000000	9.840	15.557	9.840	15.557	9.840	15.557	0.000	5.094	0.000	5.094	0.000	5.094	49.490	405.293	49.490	405.293	49.490	405.293	0.478034	0.892975	0.865398	0.204878	0.857143	0.508797	0.102564
6.707	0.000	238.438	0.10000000	5.588	7.721	5.588	7.721	5.588	7.721	0.000	0.944	0.000	0.944	0.000	0.944	81.992	99999.000	81.992	99999.000	81.992	99999.000	13.873	0.000	99999.000	0.00000000	13.133	14.742	13.133	14.742	13.133	14.742	0.000	0.570	0.000	0.570	0.000	0.570	1187.750	99999.000	1187.750	99999.000	1187.750	99999.000	0.619629	0.907880	0.892342	0.144327	0.877551	0.505038	0.095890
6.303	1.484	32.373	1.00000000	5.004	10.113	5.004	10.113	5.004	10.113	0.000	2.842	0.000	2.842	0.000	2.842	26.768	807.373	26.768	807.373	26.768	807.373	14.109	1.712	62.119	0.90000000	12.609	19.561	12.609	19.561	12.609	19.561	0.000	0.016	0.000	0.016	0.000	0.016	43.604	437.119	43.604	437.119	43.604	437.119	0.540144	0.868063	0.846546	0.140221	0.823529	0.509172	0.070423
6.730	0.002	93.789	0.70000000	3.602	7.324	3.602	7.324	3.602	7.324	0.000	1.913	0.000	1.913	0.000	1.913	54.102	99999.000	54.102	99999.000	54.102	99999.000	11.027	0.002	222.812	0.00000000	7.264	12.395	7.264	12.395	7.264	12.395	0.000	1.392	0.000	1.392	0.000	1.392	172.188	99999.000	172.188	99999.000	172.188	99999.000	0.408390	0.867891	0.848644	0.127164	0.829412	0.386359	0.089744
6.266	0.012	54.131	0.80000000	4.672	8.949	4.672	8.949	4.672	8.949	0.000	0.105	0.000	0.105	0.000	0.105	37.646	99999.000	37.646	99999.000	37.646	99999.000	11.154	0.000	64.668	0.50000000	7.783	13.223	7.783	13.223	7.783	13.223	0.000	0.000	0.000	0.000	0.000	0.000	45.122	99999.000	45.122	99999.000	45.122	99999.000	0.413182	0.826707	0.807952	0.097656	0.830065	0.423712	0.125000
5.984	0.000	506.875	0.00000000	5.070	6.406	5.070	6.406	5.070	6.406	0.000	0.701	0.000	0.701	0.000	0.701	108.125	99999.000	108.125	99999.000	108.125	99999.000	13.201	0.012	172.500	0.40000000	9.811	13.533	9.811	13.533	9.811	13.533	0.000	1.927	0.000	1.927	0.000	1.927	96.016	99999.000	96.016	99999.000	96.016	99999.000	0.490130	0.883517	0.862271	0.154258	0.844828	0.447050	0.076923
5.596	0.000	371.250	0.00000000	4.783	6.055	4.783	6.055	4.783	6.055	0.000	1.438	0.000	1.438	0.000	1.438	136.250	99999.000	136.250	99999.000	136.250	99999.000	10.293	4.816	79.297	0.40000000	7.025	17.789	7.025	17.789	7.025	17.789	0.000	16.386	0.000	16.386	0.000	16.386	63.516	272.734	63.516	272.734	63.516	272.734	0.513058	0.859984	0.843414	0.105819	0.804878	0.494663	0.069444
5.143	0.009	317.500	0.40000000	4.154	5.590	4.154	5.590	4.154	5.590	0.000	1.341	0.000	1.341	0.000	1.341	141.406	99999.000	141.406	99999.000	141.406	99999.000	10.139	0.861	75.938	0.90000000	9.256	13.984	9.256	13.984	9.256	13.984	0.000	2.413	0.000	2.413	0.000	2.413	83.726	99999.000	83.726	99999.000	83.726	99999.000	0.506165	0.847239	0.833725	0.081272	0.854651	0.511067	0.059702
6.053	0.007	81.758	0.80000000	3.336	6.975	3.336	6.975	3.336	6.975	0.000	1.746	0.000	1.746	0.000	1.746	41.914	99999.000	41.914	99999.000	41.914	99999.000	12.859	0.000	240.156	0.00000000	11.545	14.828	11.545	14.828	11.545	14.828	0.000	1.911	0.000	1.911	0.000	1.911	234.219	99999.000	234.219	99999.000	234.219	99999.000	0.531043	0.871374	0.860025	0.081082	0.864078	0.530804	0.089744
6.410	0.722	76.758	0.50000000	4.574	8.021	4.574	8.021	4.574	8.021	0.000	1.942	0.000	1.942	0.000	1.942	64.619	99999.000	64.619	99999.000	64.619	99999.000	16.113	0.002	104.609	0.30000000	12.990	19.676	12.990	19.676	12.990	19.676	0.000	2.825	0.000	2.825	0.000	2.825	81.602	99999.000	81.602	99999.000	81.602	99999.000	0.589367	0.884687	0.872908	0.092680	0.843750	0.523262	0.055556
5.875	0.000	127.188	0.20000000	3.707	6.148	3.707	6.148	3.707	6.148	0.000	1.876	0.000	1.876	0.000	1.876	65.078	99999.000	65.078	99999.000	65.078	99999.000	13.260	0.000	137.441	0.20000000	11.061	14.406	11.061	14.406	11.061	14.406	0.000	1.923	0.000	1.923	0.000	1.923	123.613	99999.000	123.613	99999.000	123.613	99999.000	0.532474	0.909788	0.877948	0.260872	0.865285	0.542599	0.125000
8.154	0.016	38.566	1.00000000	6.664	10.684	6.664	10.684	6.664	10.684	0.000	0.190	0.000	0.190	0.000	0.190	32.042	2106.066	32.042	2106.066	32.042	2106.066	15.102	0.000	200.312	0.10000000	12.625	16.105	12.625	16.105	12.625	16.105	0.000	1.916	0.000	1.916	0.000	1.916	72.334	99999.000	72.334	99999.000	72.334	99999.000	0.548380	0.902082	0.853508	0.331579	0.831633	0.456659	0.135802
5.277	0.000	12695.000	0.00000000	4.867	5.740	4.867	5.740	4.867	5.740	0.000	0.360	0.000	0.360	0.000	0.360	655.000	99999.000	655.000	99999.000	655.000	99999.000	13.344	0.000	230.000	0.00000000	9.672	13.797	9.672	13.797	9.672	13.797	0.000	3.568	0.000	3.568	0.000	3.568	103.516	99999.000	103.516	99999.000	103.516	99999.000	0.639817	0.929420	0.922432	0.090089	0.866667	0.496539	0.065217
6.857	0.007	40.508	0.70000000	3.078	7.732	3.078	7.732	3.078	7.732	0.000	3.229	0.000	3.229	0.000	3.229	33.535	99999.000	33.535	99999.000	33.535	99999.000	13.822	0.000	61.719	0.30000000	10.459	15.543	10.459	15.543	10.459	15.543	0.000	2.874	0.000	2.874	0.000	2.874	60.347	245.469	60.347	245.469	60.347	245.469	0.511017	0.853056	0.843303	0.062239	0.827586	0.526741	0.058824
5.109	0.018	214.062	0.70000000	4.297	5.682	4.297	5.682	4.297	5.682	0.000	0.028	0.000	0.028	0.000	0.028	297.188	99999.000	297.188	99999.000	297.188	99999.000	8.855	2.630	73.594	0.40000000	3.801	21.859	3.801	21.859	3.801	21.859	0.000	17.517	0.000	17.517	0.000	17.517	39.980	122.754	39.980	122.754	39.980	122.754	0.517174	0.873323	0.862891	0.076082	0.869048	0.523115	0.096386
7.078	0.009	80.586	0.40000000	5.854	7.717	5.854	7.717	5.854	7.717	0.000	0.898	0.000	0.898	0.000	0.898	89.219	99999.000	89.219	99999.000	89.219	99999.000	14.078	0.000	99999.000	0.00000000	13.078	15.037	13.078	15.037	13.078	15.037	0.000	0.012	0.000	0.012	0.000	0.012	337.750	99999.000	337.750	99999.000	337.750	99999.000	0.615306	0.895292	0.860389	0.250001	0.855000	0.494301	0.081081
6.584	0.004	60.469	0.30000000	4.074	7.676	4.074	7.676	4.074	7.676	0.000	1.849	0.000	1.849	0.000	1.849	26.914	99999.000	26.914	99999.000	26.914	99999.000	15.906	0.000	65.868	0.40000000	12.168	17.902	12.168	17.902	12.168	17.902	0.000	3.032	0.000	3.032	0.000	3.032	59.507	286.102	59.507	286.102	59.507	286.102	0.493127	0.918538	0.896728	0.211184	0.834225	0.549958	0.096386
6.334	0.011	58.252	0.40000000	3.836	7.016	3.836	7.016	3.836	7.016	0.000	2.225	0.000	2.225	0.000	2.225	48.643	99999.000	48.643	99999.000	48.643	99999.000	12.668	0.000	61.738	0.10000000	8.217	13.928	8.217	13.928	8.217	13.928	0.000	2.475	0.000	2.475	0.000	2.475	31.665	99999.000	31.665	99999.000	31.665	99999.000	0.474203	0.903108	0.886045	0.149736	0.820000	0.464754	0.128205
6.656	0.949	63.750	1.00000000	4.314	9.242	4.314	9.242	4.314	9.242	0.000	1.531	0.000	1.531	0.000	1.531	19.346	367.812	19.346	367.812	19.346	367.812	14.496	0.000	150.781	0.00000000	12.961	16.031	12.961	16.031	12.961	16.031	0.000	1.296	0.000	1.296	0.000	1.296	102.500	99999.000	102.500	99999.000	102.500	99999.000	0.672857	0.861328	0.856446	0.034011	0.842365	0.517822	0.037975
5.830	0.030	102.969	0.80000000	4.320	6.914	4.320	6.914	4.320	6.914	0.000	1.832	0.000	1.832	0.000	1.832	36.207	99999.000	36.207	99999.000	36.207	99999.000	11.789	0.000	197.812	0.20000000	8.555	13.457	8.555	13.457	8.555	13.457	0.000	3.466	0.000	3.466	0.000	3.466	137.109	99999.000	137.109	99999.000	137.109	99999.000	0.525504	0.920203	0.910517	0.108245	0.822485	0.474901	0.092105
6.584	0.009	108.965	0.70000000	4.201	7.775	4.201	7.775	4.201	7.775	0.000	2.178	0.000	2.178	0.000	2.178	30.176	99999.000	30.176	99999.000	30.176	99999.000	15.939	0.000	114.951	0.10000000	13.498	16.994	13.498	16.994	13.498	16.994	0.000	3.120	0.000	3.120	0.000	3.120	82.734	99999.000	82.734	99999.000	82.734	99999.000	0.491099	0.844992	0.823529	0.121626	0.817143	0.543895	0.084507
6.318	0.004	137.031	0.40000000	5.193	6.703	5.193	6.703	5.193	6.703	0.000	1.529	0.000	1.529	0.000	1.529	71.562	99999.000	71.562	99999.000	71.562	99999.000	13.928	0.350	44.363	0.60000000	12.328	17.393	12.328	17.393	12.328	17.393	0.000	0.011	0.000	0.011	0.000	0.011	38.542	208.425	38.542	208.425	38.542	208.425	0.493190	0.869841	0.856349	0.093925	0.819277	0.489455	0.049383
7.219	0.000	149.219	0.20000000	6.143	7.811	6.143	7.811	6.143	7.811	0.000	1.529	0.000	1.529	0.000	1.529	61.719	99999.000	61.719	99999.000	61.719	99999.000	16.344	0.014	102.124	0.50000000	14.096	20.420	14.096	20.420	14.096	20.420	0.000	0.049	0.000	0.049	0.000	0.049	81.013	99999.000	81.013	99999.000	81.013	99999.000	0.683247	0.866008	0.855431	0.073169	0.860577	0.548548	0.051282
7.441	0.473	44.092	0.50000000	2.379	9.883	2.379	9.883	2.379	9.883	0.000	2.565	0.000	2.565	0.000	2.565	25.137	99999.000	25.137	99999.000	25.137	99999.000	16.428	0.011	72.524	0.70000000	13.414	17.938	13.414	17.938	13.414	17.938	0.000	0.585	0.000	0.585	0.000	0.585	61.938	1227.524	61.938	1227.524	61.938	1227.524	0.499973	0.896237	0.818700	0.427671	0.827225	0.493395	0.116883
7.363	0.012	147.812	0.30000000	5.521	7.428	5.521	7.428	5.521	7.428	0.000	1.735	0.000	1.735	0.000	1.735	90.547	99999.000	90.547	99999.000	90.547	99999.000	13.062	0.004	99999.000	0.00000000	11.727	13.062	11.727	13.062	11.727	13.062	0.000	0.014	0.000	0.014	0.000	0.014	328.375	99999.000	328.375	99999.000	328.375	99999.000	0.411922	0.853355	0.827672	0.149036	0.841270	0.441205	0.040541
6.965	0.004	46.147	0.50000000	4.961	7.645	4.961	7.645	4.961	7.645	0.000	0.960	0.000	0.960	0.000	0.960	34.312	99999.000	34.312	99999.000	34.312	99999.000	16.137	0.002	41.504	0.80000000	12.410	19.420	12.410	19.420	12.410	19.420	0.000	0.095	0.000	0.095	0.000	0.095	18.656	410.879	18.656	410.879	18.656	410.879	0.524897	0.868375	0.837607	0.189469	0.836257	0.535562	0.102564
6.197	0.005	96.250	0.20000000	4.672	7.828	4.672	7.828	4.672	7.828	0.000	1.601	0.000	1.601	0.000	1.601	31.709	99999.000	31.709	99999.000	31.709	99999.000	10.656	1.596	78.594	0.40000000	9.367	14.619	9.367	14.619	9.367	14.619	0.000	2.716	0.000	2.716	0.000	2.716	51.143	99999.000	51.143	99999.000	51.143	99999.000	0.569167	0.855646	0.845161	0.067711	0.857143	0.491585	0.086420
6.793	0.000	3425.000	0.10000000	6.217	6.986	6.217	6.986	6.217	6.986	0.000	0.698	0.000	0.698	0.000	0.698	226.250	99999.000	226.250	99999.000	226.250	99999.000	16.965	0.000	151.157	0.10000000	14.455	19.598	14.455	19.598	14.455	19.598	0.000	0.021	0.000	0.021	0.000	0.021	139.438	99999.000	139.438	99999.000	139.438	99999.000	0.606420	0.888136	0.861017	0.195121	0.865285	0.565340	0.072289
4.988	0.000	715.000	0.00000000	4.320	5.131	4.320	5.131	4.320	5.131	0.000	0.561	0.000	0.561	0.000	0.561	294.688	99999.000	294.688	99999.000	294.688	99999.000	10.328	2.352	46.992	0.60000000	8.320	16.090	8.320	16.090	8.320	16.090	0.000	2.324	0.000	2.324	0.000	2.324	43.369	99999.000	43.369	99999.000	43.369	99999.000	0.538809	0.827300	0.823739	0.020202	0.834532	0.564693	0.059702
3.652	1.765	78.438	0.60000000	3.129	12.129	3.129	12.129	3.129	12.129	0.000	2.326	0.000	2.326	0.000	2.326	8.628	99999.000	8.628	99999.000	8.628	99999.000	9.285	2.078	33.301	0.90000000	8.135	20.785	8.135	20.785	8.135	20.785	0.000	4.398	0.000	4.398	0.000	4.398	30.371	226.113	30.371	226.113	30.371	226.113	0.362369	0.841598	0.802342	0.198604	0.830189	0.458482	0.114286
8.000	1.489	30.420	0.90000000	4.775	12.482	4.775	12.482	4.775	12.482	0.000	3.586	0.000	3.586	0.000	3.586	23.359	68.311	23.359	68.311	23.359	68.311	21.324	0.629	41.091	0.60000000	21.336	28.416	21.336	28.416	21.336	28.416	0.000	1.183	0.000	1.183	0.000	1.183	24.451	241.248	24.451	241.248	24.451	241.248	0.536627	0.824670	0.765639	0.251879	0.827027	0.520628	0.066667
5.949	0.000	93.906	0.20000000	3.451	7.682	3.451	7.682	3.451	7.682	0.000	1.612	0.000	1.612	0.000	1.612	87.188	99999.000	87.188	99999.000	87.188	99999.000	12.094	0.004	92.031	0.10000000	9.656	14.615	9.656	14.615	9.656	14.615	0.000	1.918	0.000	1.918	0.000	1.918	59.395	242.344	59.395	242.344	59.395	242.344	0.545329	0.867787	0.843697	0.154123	0.847953	0.485918	0.075758
6.379	1.258	55.781	0.70000000	4.818	8.590	4.818	8.590	4.818	8.590	0.007	4.085	0.007	4.085	0.007	4.085	36.631	345.781	36.631	345.781	36.631	345.781	13.648	3.966	67.656	0.80000000	10.004	19.797	10.004	19.797	10.004	19.797	0.000	7.975	0.000	7.975	0.000	7.975	30.630	99999.000	30.630	99999.000	30.630	99999.000	0.541379	0.884722	0.879167	0.045975	0.848315	0.532623	0.050633
5.518	0.000	437.500	0.10000000	4.885	5.998	4.885	5.998	4.885	5.998	0.000	0.446	0.000	0.446	0.000	0.446	801.250	99999.000	801.250	99999.000	801.250	99999.000	11.730	0.002	109.844	0.40000000	7.908	12.299	7.908	12.299	7.908	12.299	0.000	5.857	0.000	5.857	0.000	5.857	56.846	1074.844	56.846	1074.844	56.846	1074.844	0.496940	0.875768	0.830034	0.269076	0.841463	0.509977	0.135135
5.014	0.004	99999.000	0.00000000	3.988	5.408	3.988	5.408	3.988	5.408	0.000	0.691	0.000	0.691	0.000	0.691	60.719	99999.000	60.719	99999.000	60.719	99999.000	10.990	0.327	50.449	0.90000000	8.236	12.678	8.236	12.678	8.236	12.678	0.000	1.577	0.000	1.577	0.000	1.577	41.703	228.262	41.703	228.262	41.703	228.262	0.424145	0.870739	0.854404	0.112191	0.875740	0.524874	0.087500
6.205	0.715	44.688	0.60000000	4.678	11.236	4.678	11.236	4.678	11.236	0.000	2.060	0.000	2.060	0.000	2.060	38.828	99999.000	38.828	99999.000	38.828	99999.000	12.475	0.000	80.791	0.00000000	8.951	13.498	8.951	13.498	8.951	13.498	0.000	2.726	0.000	2.726	0.000	2.726	52.832	306.729	52.832	306.729	52.832	306.729	0.458332	0.866256	0.857303	0.062745	0.814103	0.419595	0.057143
6.750	0.000	172.188	0.50000000	5.141	7.104	5.141	7.104	5.141	7.104	0.000	1.830	0.000	1.830	0.000	1.830	58.594	99999.000	58.594	99999.000	58.594	99999.000	11.684	0.004	99999.000	0.00000000	11.156	12.008	11.156	12.008	11.156	12.008	0.000	0.016	0.000	0.016	0.000	0.016	253.375	99999.000	253.375	99999.000	253.375	99999.000	0.503077	0.897288	0.893180	0.038459	0.844311	0.406802	0.036585
4.996	0.002	99999.000	0.00000000	4.475	5.129	4.475	5.129	4.475	5.129	0.000	0.420	0.000	0.420	0.000	0.420	102.906	99999.000	102.906	99999.000	102.906	99999.000	12.904	0.000	46.328	0.40000000	10.881	15.494	10.881	15.494	10.881	15.494	0.000	0.012	0.000	0.012	0.000	0.012	37.402	99999.000	37.402	99999.000	37.402	99999.000	0.441176	0.848209	0.817851	0.166667	0.856164	0.556800	0.062500
6.361	0.002	169.375	0.10000000	4.631	7.080	4.631	7.080	4.631	7.080	0.000	1.438	0.000	1.438	0.000	1.438	34.492	99999.000	34.492	99999.000	34.492	99999.000	11.762	0.608	80.059	0.40000000	9.576	13.938	9.576	13.938	9.576	13.938	0.000	0.021	0.000	0.021	0.000	0.021	51.309	99999.000	51.309	99999.000	51.309	99999.000	0.509305	0.909575	0.889627	0.180725	0.839196	0.477337	0.094118
6.018	0.691	49.062	0.70000000	4.422	6.914	4.422	6.914	4.422	6.914	0.000	1.506	0.000	1.506	0.000	1.506	26.797	99999.000	26.797	99999.000	26.797	99999.000	12.240	0.000	99999.000	0.00000000	10.990	12.832	10.990	12.832	10.990	12.832	0.000	0.042	0.000	0.042	0.000	0.042	256.500	99999.000	256.500	99999.000	256.500	99999.000	0.489416	0.857681	0.834337	0.140913	0.832370	0.459067	0.055556
6.883	1.723	47.793	0.60000000	3.859	10.227	3.859	10.227	3.859	10.227	0.000	1.895	0.000	1.895	0.000	1.895	36.113	177.168	36.113	177.168	36.113	177.168	17.887	0.002	106.035	0.70000000	15.877	20.111	15.877	20.111	15.877	20.111	0.000	0.130	0.000	0.130	0.000	0.130	74.844	99999.000	74.844	99999.000	74.844	99999.000	0.605421	0.829502	0.815134	0.077724	0.827411	0.510128	0.078947
6.844	0.004	142.344	0.50000000	4.889	6.324	4.889	6.324	4.889	6.324	0.000	1.698	0.000	1.698	0.000	1.698	62.109	99999.000	62.109	99999.000	62.109	99999.000	11.309	2.030	93.828	0.80000000	8.791	17.072	8.791	17.072	8.791	17.072	0.000	6.354	0.000	6.354	0.000	6.354	54.277	99999.000	54.277	99999.000	54.277	99999.000	0.552839	0.877344	0.871093	0.048487	0.826816	0.466233	0.026316
4.340	1.223	49.219	0.60000000	3.826	9.832	3.826	9.832	3.826	9.832	0.000	2.297	0.000	2.297	0.000	2.297	22.344	99999.000	22.344	99999.000	22.344	99999.000	10.109	4.917	48.901	1.00000000	6.979	30.445	6.979	30.445	6.979	30.445	0.000	18.612	0.000	18.612	0.000	18.612	32.798	225.776	32.798	225.776	32.798	225.776	0.483005	0.889002	0.871611	0.135459	0.868571	0.584050	0.102941
7.328	0.000	106.074	0.30000000	6.053	7.996	6.053	7.996	6.053	7.996	0.000	1.100	0.000	1.100	0.000	1.100	45.303	99999.000	45.303	99999.000	45.303	99999.000	16.297	0.000	100.000	0.10000000	13.598	19.594	13.598	19.594	13.598	19.594	0.000	1.997	0.000	1.997	0.000	1.997	76.885	1085.000	76.885	1085.000	76.885	1085.000	0.553929	0.889347	0.870790	0.143615	0.849741	0.523253	0.074074
7.926	0.009	77.275	0.00000000	5.689	10.434	5.689	10.434	5.689	10.434	0.007	2.767	0.007	2.767	0.007	2.767	41.416	151.494	41.416	151.494	41.416	151.494	13.273	0.014	79.194	1.00000000	10.916	15.648	10.916	15.648	10.916	15.648	0.000	1.234	0.000	1.234	0.000	1.234	62.755	99999.000	62.755	99999.000	62.755	99999.000	0.437181	0.815242	0.803694	0.058823	0.820225	0.399092	0.053333
5.930	0.005	109.531	0.60000000	3.957	6.309	3.957	6.309	3.957	6.309	0.000	0.795	0.000	0.795	0.000	0.795	39.492	99999.000	39.492	99999.000	39.492	99999.000	14.004	0.000	1745.000	0.00000000	12.623	14.781	12.623	14.781	12.623	14.781	0.000	0.069	0.000	0.069	0.000	0.069	881.250	99999.000	881.250	99999.000	881.250	99999.000	0.597350	0.923124	0.909201	0.153336	0.855615	0.556540	0.085366
6.023	0.009	62.148	0.00000000	5.268	7.570	5.268	7.570	5.268	7.570	0.000	1.942	0.000	1.942	0.000	1.942	58.750	99999.000	58.750	99999.000	58.750	99999.000	14.367	0.004	95.312	0.10000000	13.271	15.379	13.271	15.379	13.271	15.379	0.000	2.150	0.000	2.150	0.000	2.150	70.107	99999.000	70.107	99999.000	70.107	99999.000	0.583768	0.832875	0.820495	0.068966	0.865169	0.546807	0.042253
7.311	0.000	259.375	0.00000000	6.572	7.801	6.572	7.801	6.572	7.801	0.000	0.844	0.000	0.844	0.000	0.844	115.312	99999.000	115.312	99999.000	115.312	99999.000	13.639	0.012	173.750	0.10000000	10.535	13.643	10.535	13.643	10.535	13.643	0.000	3.874	0.000	3.874	0.000	3.874	96.406	99999.000	96.406	99999.000	96.406	99999.000	0.522673	0.908693	0.889931	0.170456	0.836842	0.447125	0.034884
6.859	0.007	99999.000	0.00000000	6.303	7.350	6.303	7.350	6.303	7.350	0.000	0.779	0.000	0.779	0.000	0.779	145.719	99999.000	145.719	99999.000	145.719	99999.000	13.988	0.563	70.420	0.80000000	8.717	14.600	8.717	14.600	8.717	14.600	0.000	3.607	0.000	3.607	0.000	3.607	61.592	99999.000	61.592	99999.000	61.592	99999.000	0.533475	0.853839	0.838150	0.096938	0.860215	0.497305	0.058824
5.811	0.721	62.188	0.90000000	5.471	9.236	5.471	9.236	5.471	9.236	0.002	1.847	0.002	1.847	0.002	1.847	38.701	99999.000	38.701	99999.000	38.701	99999.000	9.771	1.605	53.140	0.40000000	9.346	14.803	9.346	14.803	9.346	14.803	0.000	1.007	0.000	1.007	0.000	1.007	39.380	321.265	39.380	321.265	39.380	321.265	0.402934	0.887673	0.853392	0.233825	0.828402	0.385279	0.111111
5.680	0.000	1206.250	0.10000000	4.426	6.188	4.426	6.188	4.426	6.188	0.000	0.944	0.000	0.944	0.000	0.944	56.875	99999.000	56.875	99999.000	56.875	99999.000	13.162	0.000	93.672	0.00000000	8.115	16.496	8.115	16.496	8.115	16.496	0.000	4.013	0.000	4.013	0.000	4.013	75.410	99999.000	75.410	99999.000	75.410	99999.000	0.443722	0.865844	0.859676	0.043958	0.838323	0.432591	0.062500
5.379	0.000	99999.000	0.00000000	5.082	5.666	5.082	5.666	5.082	5.666	0.000	0.035	0.000	0.035	0.000	0.035	49.234	99999.000	49.234	99999.000	49.234	99999.000	15.164	0.851	57.178	0.60000000	11.953	17.287	11.953	17.287	11.953	17.287	0.000	1.944	0.000	1.944	0.000	1.944	41.331	118.740	41.331	118.740	41.331	118.740	0.574034	0.909831	0.894237	0.147439	0.860104	0.534371	0.052632
5.490	0.014	83.262	0.90000000	4.076	6.684	4.076	6.684	4.076	6.684	0.000	0.816	0.000	0.816	0.000	0.816	37.637	99999.000	37.637	99999.000	37.637	99999.000	15.582	0.014	61.686	0.50000000	7.256	16.385	7.256	16.385	7.256	16.385	0.000	4.950	0.000	4.950	0.000	4.950	39.967	128.717	39.967	128.717	39.967	128.717	0.561993	0.868421	0.838345	0.186051	0.839080	0.612247	0.128205
5.375	0.000	99999.000	0.00000000	5.070	5.971	5.070	5.971	5.070	5.971	0.000	0.063	0.000	0.063	0.000	0.063	327.750	99999.000	327.750	99999.000	327.750	99999.000	11.791	0.000	4385.000	0.00000000	10.664	12.299	10.664	12.299	10.664	12.299	0.000	0.490	0.000	0.490	0.000	0.490	606.875	99999.000	606.875	99999.000	606.875	99999.000	0.556763	0.901285	0.896658	0.044773	0.866310	0.543208	0.065789
6.867	0.007	99999.000	0.00000000	6.666	7.441	6.666	7.441	6.666	7.441	0.000	0.772	0.000	0.772	0.000	0.772	77.984	99999.000	77.984	99999.000	77.984	99999.000	12.180	0.000	1302.500	0.00000000	11.002	13.135	11.002	13.135	11.002	13.135	0.000	0.230	0.000	0.230	0.000	0.230	869.375	99999.000	869.375	99999.000	869.375	99999.000	0.536650	0.919831	0.911995	0.089041	0.847826	0.430330	0.036145
