tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
4.375	0.000	99999.000	0.10000000	3.906	4.678	3.906	4.678	3.906	4.678	0.000	0.016	0.000	0.016	0.000	0.016	111.031	99999.000	111.031	99999.000	111.031	99999.000	7.500	0.000	164.688	0.30000000	5.863	9.369	5.863	9.369	5.863	9.369	0.000	1.898	0.000	1.898	0.000	1.898	75.938	99999.000	75.938	99999.000	75.938	99999.000	0.284446	0.911076	0.885075	0.226242	0.837838	0.420766	0.138889
4.254	0.988	58.672	1.00000000	2.730	7.025	2.730	7.025	2.730	7.025	0.000	1.389	0.000	1.389	0.000	1.389	23.867	99999.000	23.867	99999.000	23.867	99999.000	7.994	1.477	44.590	0.50000000	7.289	11.814	7.289	11.814	7.289	11.814	0.000	2.410	0.000	2.410	0.000	2.410	31.528	101.074	31.528	101.074	31.528	101.074	0.424646	0.907950	0.845886	0.402714	0.850649	0.405889	0.142857
5.389	0.531	65.352	1.00000000	2.414	6.723	2.414	6.723	2.414	6.723	0.000	0.677	0.000	0.677	0.000	0.677	28.398	99999.000	28.398	99999.000	28.398	99999.000	10.568	0.011	68.398	0.90000000	7.506	11.377	7.506	11.377	7.506	11.377	0.000	2.146	0.000	2.146	0.000	2.146	51.777	99999.000	51.777	99999.000	51.777	99999.000	0.337050	0.905313	0.880790	0.205709	0.848315	0.418398	0.068182
5.275	0.005	99999.000	0.10000000	4.686	5.664	4.686	5.664	4.686	5.664	0.000	0.540	0.000	0.540	0.000	0.540	56.031	99999.000	56.031	99999.000	56.031	99999.000	9.662	0.000	68.281	0.20000000	6.180	10.379	6.180	10.379	6.180	10.379	0.000	3.308	0.000	3.308	0.000	3.308	52.188	99999.000	52.188	99999.000	52.188	99999.000	0.398420	0.894737	0.874630	0.160381	0.864662	0.419786	0.081081
6.045	0.000	77.891	0.60000000	4.568	6.855	4.568	6.855	4.568	6.855	0.000	0.202	0.000	0.202	0.000	0.202	39.751	99999.000	39.751	99999.000	39.751	99999.000	8.584	1.155	49.280	0.90000000	5.572	14.541	5.572	14.541	5.572	14.541	0.000	1.962	0.000	1.962	0.000	1.962	32.561	99999.000	32.561	99999.000	32.561	99999.000	0.329084	0.833844	0.810873	0.121456	0.813793	0.357731	0.088235
3.828	0.002	99999.000	0.00000000	3.564	4.221	3.564	4.221	3.564	4.221	0.000	0.167	0.000	0.167	0.000	0.167	55.328	99999.000	55.328	99999.000	55.328	99999.000	6.664	0.000	41.094	0.40000000	4.238	7.943	4.238	7.943	4.238	7.943	0.000	0.872	0.000	0.872	0.000	0.872	25.571	99999.000	25.571	99999.000	25.571	99999.000	0.278888	0.860765	0.830253	0.179748	0.847826	0.406880	0.138462
4.912	0.007	117.188	0.10000000	3.803	5.381	3.803	5.381	3.803	5.381	0.000	1.622	0.000	1.622	0.000	1.622	40.156	99999.000	40.156	99999.000	40.156	99999.000	8.865	0.007	110.254	0.60000000	6.768	9.869	6.768	9.869	6.768	9.869	0.000	2.503	0.000	2.503	0.000	2.503	69.629	99999.000	69.629	99999.000	69.629	99999.000	0.378373	0.921569	0.879551	0.348840	0.843373	0.432072	0.125000
4.691	0.000	99999.000	0.00000000	4.488	5.084	4.488	5.084	4.488	5.084	0.000	0.039	0.000	0.039	0.000	0.039	59.000	99999.000	59.000	99999.000	59.000	99999.000	6.934	0.000	169.062	0.20000000	5.418	8.143	5.418	8.143	5.418	8.143	0.000	1.550	0.000	1.550	0.000	1.550	193.750	99999.000	193.750	99999.000	193.750	99999.000	0.291627	0.874746	0.863083	0.085187	0.834532	0.338828	0.093333
4.590	0.014	99999.000	0.20000000	3.090	4.857	3.090	4.857	3.090	4.857	0.000	0.355	0.000	0.355	0.000	0.355	48.609	99999.000	48.609	99999.000	48.609	99999.000	7.457	0.000	72.578	0.10000000	6.393	7.881	6.393	7.881	6.393	7.881	0.000	1.375	0.000	1.375	0.000	1.375	47.188	99999.000	47.188	99999.000	47.188	99999.000	0.290805	0.920483	0.877862	0.348957	0.848684	0.424200	0.117647
5.418	0.000	99999.000	0.00000000	5.066	5.836	5.066	5.836	5.066	5.836	0.000	0.021	0.000	0.021	0.000	0.021	350.875	99999.000	350.875	99999.000	350.875	99999.000	8.682	0.724	93.418	0.10000000	8.178	11.971	8.178	11.971	8.178	11.971	0.000	0.021	0.000	0.021	0.000	0.021	76.260	99999.000	76.260	99999.000	76.260	99999.000	0.424747	0.875140	0.839865	0.220280	0.852564	0.421103	0.112676
5.965	0.000	99999.000	0.00000000	5.770	6.338	5.770	6.338	5.770	6.338	0.000	0.028	0.000	0.028	0.000	0.028	87.594	99999.000	87.594	99999.000	87.594	99999.000	10.043	0.028	234.375	0.20000000	7.346	10.971	7.346	10.971	7.346	10.971	0.000	2.218	0.000	2.218	0.000	2.218	129.395	99999.000	129.395	99999.000	129.395	99999.000	0.474582	0.837462	0.832043	0.032260	0.834395	0.411216	0.041096
4.693	0.007	99999.000	0.40000000	3.131	5.012	3.131	5.012	3.131	5.012	0.000	0.390	0.000	0.390	0.000	0.390	130.094	99999.000	130.094	99999.000	130.094	99999.000	9.627	0.011	77.998	1.00000000	7.639	13.168	7.639	13.168	7.639	13.168	0.000	2.440	0.000	2.440	0.000	2.440	58.623	99999.000	58.623	99999.000	58.623	99999.000	0.414428	0.900963	0.893397	0.070974	0.855422	0.487446	0.063291
5.258	0.002	99999.000	0.10000000	4.477	5.518	4.477	5.518	4.477	5.518	0.000	0.837	0.000	0.837	0.000	0.837	156.500	99999.000	156.500	99999.000	156.500	99999.000	7.949	0.007	142.344	0.50000000	4.768	8.955	4.768	8.955	4.768	8.955	0.000	2.210	0.000	2.210	0.000	2.210	252.344	99999.000	252.344	99999.000	252.344	99999.000	0.287584	0.944651	0.931163	0.195945	0.857143	0.316358	0.137931
6.051	0.000	389.375	0.20000000	4.945	6.740	4.945	6.740	4.945	6.740	0.000	0.909	0.000	0.909	0.000	0.909	118.594	99999.000	118.594	99999.000	118.594	99999.000	9.258	0.974	116.719	0.10000000	6.881	11.520	6.881	11.520	6.881	11.520	0.000	2.438	0.000	2.438	0.000	2.438	88.931	99999.000	88.931	99999.000	88.931	99999.000	0.387165	0.859596	0.852875	0.045686	0.826087	0.414900	0.029851
5.260	0.000	642.500	0.00000000	4.047	5.697	4.047	5.697	4.047	5.697	0.000	1.085	0.000	1.085	0.000	1.085	57.656	99999.000	57.656	99999.000	57.656	99999.000	8.607	0.062	58.044	0.80000000	3.488	9.789	3.488	9.789	3.488	9.789	0.000	1.151	0.000	1.151	0.000	1.151	67.205	99999.000	67.205	99999.000	67.205	99999.000	0.336150	0.849421	0.829633	0.116146	0.792308	0.365891	0.090909
4.717	0.000	99999.000	0.00000000	4.232	4.930	4.232	4.930	4.232	4.930	0.000	0.608	0.000	0.608	0.000	0.608	74.625	99999.000	74.625	99999.000	74.625	99999.000	7.953	2.174	49.531	0.50000000	2.969	12.365	2.969	12.365	2.969	12.365	0.000	14.117	0.000	14.117	0.000	14.117	22.750	595.156	22.750	595.156	22.750	595.156	0.365898	0.908454	0.892446	0.148837	0.865031	0.494426	0.078947
5.332	0.000	99999.000	0.00000000	4.682	5.617	4.682	5.617	4.682	5.617	0.000	0.025	0.000	0.025	0.000	0.025	80.406	99999.000	80.406	99999.000	80.406	99999.000	9.314	0.012	93.086	0.30000000	5.201	9.695	5.201	9.695	5.201	9.695	0.000	2.798	0.000	2.798	0.000	2.798	68.438	99999.000	68.438	99999.000	68.438	99999.000	0.319945	0.872462	0.847996	0.160957	0.850649	0.406940	0.097222
5.682	0.000	1486.000	0.00000000	4.277	6.000	4.277	6.000	4.277	6.000	0.000	1.176	0.000	1.176	0.000	1.176	248.812	99999.000	248.812	99999.000	248.812	99999.000	8.816	0.000	127.188	0.20000000	6.932	10.297	6.932	10.297	6.932	10.297	0.000	1.211	0.000	1.211	0.000	1.211	79.375	99999.000	79.375	99999.000	79.375	99999.000	0.302173	0.907115	0.886693	0.180233	0.845679	0.336820	0.087500
5.420	0.000	110.781	0.50000000	4.822	6.459	4.822	6.459	4.822	6.459	0.000	1.697	0.000	1.697	0.000	1.697	37.188	99999.000	37.188	99999.000	37.188	99999.000	9.172	0.000	38.828	0.70000000	6.824	10.939	6.824	10.939	6.824	10.939	0.000	1.695	0.000	1.695	0.000	1.695	37.695	148.125	37.695	148.125	37.695	148.125	0.349896	0.905921	0.894460	0.108595	0.849315	0.347720	0.083333
5.902	0.002	99999.000	0.10000000	5.646	6.338	5.646	6.338	5.646	6.338	0.000	0.443	0.000	0.443	0.000	0.443	94.312	99999.000	94.312	99999.000	94.312	99999.000	10.299	0.058	122.988	0.80000000	8.281	11.971	8.281	11.971	8.281	11.971	0.000	1.290	0.000	1.290	0.000	1.290	139.785	99999.000	139.785	99999.000	139.785	99999.000	0.464885	0.894576	0.891530	0.028088	0.853801	0.415255	0.041096
4.826	0.000	110.781	0.40000000	4.119	5.070	4.119	5.070	4.119	5.070	0.000	1.020	0.000	1.020	0.000	1.020	55.312	99999.000	55.312	99999.000	55.312	99999.000	8.410	0.042	45.186	0.60000000	4.938	8.953	4.938	8.953	4.938	8.953	0.000	1.986	0.000	1.986	0.000	1.986	36.689	99999.000	36.689	99999.000	36.689	99999.000	0.331631	0.899072	0.858469	0.286885	0.840237	0.385752	0.158537
6.359	0.000	355.625	0.20000000	5.668	6.711	5.668	6.711	5.668	6.711	0.000	0.459	0.000	0.459	0.000	0.459	159.453	99999.000	159.453	99999.000	159.453	99999.000	9.781	0.004	213.438	0.10000000	7.170	10.604	7.170	10.604	7.170	10.604	0.000	1.689	0.000	1.689	0.000	1.689	123.281	99999.000	123.281	99999.000	123.281	99999.000	0.322871	0.872607	0.840943	0.199076	0.812030	0.349760	0.071429
4.949	0.009	99999.000	0.30000000	4.359	5.605	4.359	5.605	4.359	5.605	0.000	0.257	0.000	0.257	0.000	0.257	61.656	99999.000	61.656	99999.000	61.656	99999.000	9.002	0.246	89.375	0.70000000	5.648	9.475	5.648	9.475	5.648	9.475	0.002	2.204	0.002	2.204	0.002	2.204	68.984	142.812	68.984	142.812	68.984	142.812	0.440182	0.929953	0.915316	0.172836	0.849711	0.435026	0.102273
4.992	0.004	99999.000	0.00000000	4.258	6.004	4.258	6.004	4.258	6.004	0.000	0.381	0.000	0.381	0.000	0.381	96.031	99999.000	96.031	99999.000	96.031	99999.000	9.520	0.749	36.729	0.60000000	7.113	15.244	7.113	15.244	7.113	15.244	0.000	1.069	0.000	1.069	0.000	1.069	26.044	99999.000	26.044	99999.000	26.044	99999.000	0.421660	0.876732	0.863832	0.094735	0.820690	0.452049	0.101449
6.697	0.016	43.145	0.50000000	4.670	8.146	4.670	8.146	4.670	8.146	0.000	1.419	0.000	1.419	0.000	1.419	25.293	99999.000	25.293	99999.000	25.293	99999.000	10.195	0.007	123.467	0.10000000	8.945	11.688	8.945	11.688	8.945	11.688	0.000	1.181	0.000	1.181	0.000	1.181	78.623	99999.000	78.623	99999.000	78.623	99999.000	0.305697	0.846407	0.804294	0.215187	0.815287	0.352254	0.093333
5.363	0.311	61.055	0.80000000	4.383	6.256	4.383	6.256	4.383	6.256	0.000	1.353	0.000	1.353	0.000	1.353	46.055	99999.000	46.055	99999.000	46.055	99999.000	10.078	0.002	174.219	0.00000000	8.070	10.396	8.070	10.396	8.070	10.396	0.002	1.343	0.002	1.343	0.002	1.343	78.242	99999.000	78.242	99999.000	78.242	99999.000	0.372296	0.833333	0.810789	0.119149	0.826923	0.416240	0.080000
4.609	0.953	65.391	0.60000000	2.764	6.359	2.764	6.359	2.764	6.359	0.000	1.760	0.000	1.760	0.000	1.760	43.320	99999.000	43.320	99999.000	43.320	99999.000	7.102	1.573	144.375	0.90000000	3.596	10.533	3.596	10.533	3.596	10.533	0.000	7.446	0.000	7.446	0.000	7.446	52.949	99999.000	52.949	99999.000	52.949	99999.000	0.291775	0.909521	0.890597	0.172973	0.851190	0.366382	0.113924
5.213	0.004	122.656	0.20000000	3.975	5.791	3.975	5.791	3.975	5.791	0.000	1.545	0.000	1.545	0.000	1.545	34.150	99999.000	34.150	99999.000	34.150	99999.000	7.840	1.730	86.719	0.40000000	6.957	10.098	6.957	10.098	6.957	10.098	0.000	1.851	0.000	1.851	0.000	1.851	62.676	99999.000	62.676	99999.000	62.676	99999.000	0.396642	0.916295	0.886082	0.265219	0.813433	0.443489	0.146667
5.740	0.007	94.336	0.80000000	3.553	6.133	3.553	6.133	3.553	6.133	0.000	1.403	0.000	1.403	0.000	1.403	61.445	99999.000	61.445	99999.000	61.445	99999.000	9.023	0.007	99.141	0.90000000	7.838	10.727	7.838	10.727	7.838	10.727	0.002	1.041	0.002	1.041	0.002	1.041	66.719	99999.000	66.719	99999.000	66.719	99999.000	0.299620	0.868662	0.853699	0.102274	0.819444	0.353210	0.065789
5.408	0.002	99999.000	0.00000000	4.793	6.000	4.793	6.000	4.793	6.000	0.000	0.684	0.000	0.684	0.000	0.684	49.781	99999.000	49.781	99999.000	49.781	99999.000	5.973	2.041	112.031	0.60000000	5.443	9.350	5.443	9.350	5.443	9.350	0.000	0.592	0.000	0.592	0.000	0.592	46.533	99999.000	46.533	99999.000	46.533	99999.000	0.262179	0.834209	0.821455	0.071430	0.812500	0.323042	0.073529
4.742	0.000	99999.000	0.00000000	3.844	4.947	3.844	4.947	3.844	4.947	0.000	0.028	0.000	0.028	0.000	0.028	224.469	99999.000	224.469	99999.000	224.469	99999.000	7.332	0.002	152.812	0.10000000	5.963	7.900	5.963	7.900	5.963	7.900	0.000	1.083	0.000	1.083	0.000	1.083	44.238	99999.000	44.238	99999.000	44.238	99999.000	0.283852	0.819672	0.804704	0.076643	0.823009	0.349251	0.107692
5.531	0.000	99999.000	0.00000000	4.783	5.971	4.783	5.971	4.783	5.971	0.000	0.636	0.000	0.636	0.000	0.636	94.625	99999.000	94.625	99999.000	94.625	99999.000	9.668	0.000	99999.000	0.00000000	9.355	10.361	9.355	10.361	9.355	10.361	0.000	0.287	0.000	0.287	0.000	0.287	446.500	99999.000	446.500	99999.000	446.500	99999.000	0.403453	0.898392	0.878300	0.165094	0.846154	0.421147	0.055556
6.238	0.000	139.375	0.10000000	4.367	7.086	4.367	7.086	4.367	7.086	0.000	1.765	0.000	1.765	0.000	1.765	81.562	99999.000	81.562	99999.000	81.562	99999.000	12.334	0.000	525.000	0.00000000	11.082	12.775	11.082	12.775	11.082	12.775	0.000	0.072	0.000	0.072	0.000	0.072	443.203	99999.000	443.203	99999.000	443.203	99999.000	0.542986	0.915838	0.893629	0.208787	0.835366	0.463924	0.121951
5.617	0.002	99999.000	0.00000000	5.295	6.354	5.295	6.354	5.295	6.354	0.000	0.018	0.000	0.018	0.000	0.018	61.031	99999.000	61.031	99999.000	61.031	99999.000	7.811	2.069	113.594	0.00000000	5.309	9.535	5.309	9.535	5.309	9.535	0.004	8.924	0.004	8.924	0.004	8.924	85.703	99999.000	85.703	99999.000	85.703	99999.000	0.446024	0.906089	0.882353	0.201755	0.859873	0.412127	0.052632
5.619	0.033	48.320	0.70000000	4.168	6.627	4.168	6.627	4.168	6.627	0.000	1.092	0.000	1.092	0.000	1.092	13.969	99999.000	13.969	99999.000	13.969	99999.000	9.670	0.002	109.580	0.50000000	5.791	11.184	5.791	11.184	5.791	11.184	0.000	1.918	0.000	1.918	0.000	1.918	68.125	99999.000	68.125	99999.000	68.125	99999.000	0.416358	0.833564	0.807212	0.136691	0.847059	0.404507	0.148148
4.916	0.000	359.375	0.10000000	3.670	5.869	3.670	5.869	3.670	5.869	0.000	0.538	0.000	0.538	0.000	0.538	111.797	99999.000	111.797	99999.000	111.797	99999.000	9.982	0.000	119.766	0.60000000	7.668	10.549	7.668	10.549	7.668	10.549	0.000	1.579	0.000	1.579	0.000	1.579	68.066	99999.000	68.066	99999.000	68.066	99999.000	0.441248	0.918570	0.899779	0.187500	0.838926	0.502081	0.090909
6.596	0.000	847.500	0.20000000	5.621	6.396	5.621	6.396	5.621	6.396	0.000	0.891	0.000	0.891	0.000	0.891	283.438	99999.000	283.438	99999.000	283.438	99999.000	11.234	0.000	1860.000	0.10000000	9.982	11.531	9.982	11.531	9.982	11.531	0.000	1.048	0.000	1.048	0.000	1.048	344.219	99999.000	344.219	99999.000	344.219	99999.000	0.504263	0.831469	0.810589	0.110234	0.848101	0.397838	0.098592
5.461	0.000	89.375	0.30000000	3.865	5.906	3.865	5.906	3.865	5.906	0.000	1.730	0.000	1.730	0.000	1.730	42.783	99999.000	42.783	99999.000	42.783	99999.000	9.334	0.011	68.125	0.60000000	7.049	11.342	7.049	11.342	7.049	11.342	0.000	0.932	0.000	0.932	0.000	0.932	63.386	99999.000	63.386	99999.000	63.386	99999.000	0.354063	0.785040	0.770079	0.065069	0.820144	0.396962	0.061538
5.629	0.000	693.750	0.00000000	5.035	6.109	5.035	6.109	5.035	6.109	0.000	0.587	0.000	0.587	0.000	0.587	152.344	99999.000	152.344	99999.000	152.344	99999.000	8.645	1.533	66.777	0.70000000	6.160	10.934	6.160	10.934	6.160	10.934	0.000	3.285	0.000	3.285	0.000	3.285	47.871	99999.000	47.871	99999.000	47.871	99999.000	0.406815	0.873706	0.854383	0.132699	0.862275	0.422489	0.068493
7.141	0.000	99999.000	0.10000000	6.586	7.453	6.586	7.453	6.586	7.453	0.000	0.984	0.000	0.984	0.000	0.984	139.938	99999.000	139.938	99999.000	139.938	99999.000	13.004	0.000	873.750	0.00000000	11.604	13.879	11.604	13.879	11.604	13.879	0.000	1.431	0.000	1.431	0.000	1.431	244.844	99999.000	244.844	99999.000	244.844	99999.000	0.521967	0.897351	0.886092	0.098836	0.847953	0.437561	0.064935
5.271	0.000	99999.000	0.10000000	4.541	5.588	4.541	5.588	4.541	5.588	0.000	0.047	0.000	0.047	0.000	0.047	126.500	99999.000	126.500	99999.000	126.500	99999.000	6.848	2.203	345.000	0.10000000	5.375	9.189	5.375	9.189	5.375	9.189	0.000	3.101	0.000	3.101	0.000	3.101	199.688	99999.000	199.688	99999.000	199.688	99999.000	0.393013	0.920190	0.896367	0.229883	0.866667	0.424273	0.095238
4.695	0.541	80.469	0.70000000	3.281	5.787	3.281	5.787	3.281	5.787	0.000	0.714	0.000	0.714	0.000	0.714	56.943	99999.000	56.943	99999.000	56.943	99999.000	7.895	1.020	49.805	0.60000000	4.797	13.115	4.797	13.115	4.797	13.115	0.000	1.445	0.000	1.445	0.000	1.445	26.677	99999.000	26.677	99999.000	26.677	99999.000	0.358910	0.870653	0.852574	0.122635	0.852564	0.389143	0.108108
4.867	0.004	99999.000	0.00000000	4.105	5.271	4.105	5.271	4.105	5.271	0.000	0.531	0.000	0.531	0.000	0.531	82.906	99999.000	82.906	99999.000	82.906	99999.000	7.867	1.311	82.070	0.50000000	6.779	11.457	6.779	11.457	6.779	11.457	0.000	2.169	0.000	2.169	0.000	2.169	44.961	622.070	44.961	622.070	44.961	622.070	0.410238	0.842975	0.824192	0.106835	0.852761	0.449002	0.108108
5.225	0.000	85.742	0.30000000	3.592	5.670	3.592	5.670	3.592	5.670	0.000	2.109	0.000	2.109	0.000	2.109	37.891	99999.000	37.891	99999.000	37.891	99999.000	9.531	0.049	127.656	0.30000000	6.637	11.430	6.637	11.430	6.637	11.430	0.000	3.192	0.000	3.192	0.000	3.192	48.574	99999.000	48.574	99999.000	48.574	99999.000	0.370163	0.882431	0.842351	0.254237	0.837662	0.460178	0.126582
4.742	0.002	99999.000	0.10000000	4.129	5.012	4.129	5.012	4.129	5.012	0.000	0.341	0.000	0.341	0.000	0.341	38.297	99999.000	38.297	99999.000	38.297	99999.000	7.467	0.011	106.543	0.60000000	5.641	7.400	5.641	7.400	5.641	7.400	0.000	1.993	0.000	1.993	0.000	1.993	85.762	99999.000	85.762	99999.000	85.762	99999.000	0.337602	0.908383	0.880440	0.233718	0.848276	0.364543	0.120000
5.701	0.000	99999.000	0.00000000	5.381	6.205	5.381	6.205	5.381	6.205	0.000	0.018	0.000	0.018	0.000	0.018	138.531	99999.000	138.531	99999.000	138.531	99999.000	10.545	0.000	205.312	0.30000000	8.086	10.689	8.086	10.689	8.086	10.689	0.000	1.737	0.000	1.737	0.000	1.737	105.156	99999.000	105.156	99999.000	105.156	99999.000	0.433362	0.896124	0.874419	0.172841	0.843137	0.447753	0.080000
6.848	0.000	54.141	0.30000000	4.865	9.215	4.865	9.215	4.865	9.215	0.000	1.935	0.000	1.935	0.000	1.935	29.663	99999.000	29.663	99999.000	29.663	99999.000	10.898	0.007	108.125	0.50000000	8.287	12.203	8.287	12.203	8.287	12.203	0.000	1.596	0.000	1.596	0.000	1.596	100.234	99999.000	100.234	99999.000	100.234	99999.000	0.416946	0.904094	0.883041	0.179999	0.857924	0.342121	0.105882
6.441	0.009	79.668	0.60000000	4.984	7.559	4.984	7.559	4.984	7.559	0.000	1.308	0.000	1.308	0.000	1.308	38.574	99999.000	38.574	99999.000	38.574	99999.000	11.396	0.000	173.984	0.50000000	10.154	12.361	10.154	12.361	10.154	12.361	0.000	1.644	0.000	1.644	0.000	1.644	116.328	99999.000	116.328	99999.000	116.328	99999.000	0.458764	0.849315	0.814308	0.188523	0.832298	0.420653	0.105263
4.832	0.000	99999.000	0.00000000	4.260	5.414	4.260	5.414	4.260	5.414	0.000	0.044	0.000	0.044	0.000	0.044	118.062	99999.000	118.062	99999.000	118.062	99999.000	8.451	0.000	3795.000	0.00000000	7.104	8.512	7.104	8.512	7.104	8.512	0.000	0.786	0.000	0.786	0.000	0.786	240.312	99999.000	240.312	99999.000	240.312	99999.000	0.358696	0.849015	0.835449	0.082446	0.818182	0.420813	0.061538
5.521	0.009	99999.000	0.30000000	5.090	6.023	5.090	6.023	5.090	6.023	0.000	0.199	0.000	0.199	0.000	0.199	89.469	99999.000	89.469	99999.000	89.469	99999.000	10.570	0.002	198.047	0.50000000	7.926	11.977	7.926	11.977	7.926	11.977	0.000	1.461	0.000	1.461	0.000	1.461	192.031	99999.000	192.031	99999.000	192.031	99999.000	0.392967	0.922745	0.914101	0.100629	0.833333	0.454383	0.085366
5.508	0.000	99999.000	0.00000000	5.096	6.268	5.096	6.268	5.096	6.268	0.000	0.285	0.000	0.285	0.000	0.285	73.219	99999.000	73.219	99999.000	73.219	99999.000	8.891	0.004	137.969	0.20000000	5.582	10.031	5.582	10.031	5.582	10.031	0.002	1.893	0.002	1.893	0.002	1.893	71.484	99999.000	71.484	99999.000	71.484	99999.000	0.317643	0.882936	0.855820	0.188070	0.822485	0.350189	0.100000
5.709	0.000	99999.000	0.00000000	5.256	5.812	5.256	5.812	5.256	5.812	0.000	0.046	0.000	0.046	0.000	0.046	422.750	99999.000	422.750	99999.000	422.750	99999.000	10.521	0.000	99999.000	0.00000000	9.641	10.488	9.641	10.488	9.641	10.488	0.000	0.420	0.000	0.420	0.000	0.420	434.000	99999.000	434.000	99999.000	434.000	99999.000	0.464940	0.931356	0.917394	0.169016	0.867403	0.451186	0.072289
4.557	0.000	99999.000	0.30000000	4.189	5.621	4.189	5.621	4.189	5.621	0.000	0.283	0.000	0.283	0.000	0.283	134.781	99999.000	134.781	99999.000	134.781	99999.000	8.008	0.000	99999.000	0.00000000	7.078	8.182	7.078	8.182	7.078	8.182	0.000	0.624	0.000	0.624	0.000	0.624	121.812	99999.000	121.812	99999.000	121.812	99999.000	0.350566	0.931596	0.905537	0.275866	0.854167	0.424730	0.155844
5.941	0.002	108.828	0.30000000	4.434	6.951	4.434	6.951	4.434	6.951	0.000	2.705	0.000	2.705	0.000	2.705	48.594	99999.000	48.594	99999.000	48.594	99999.000	11.537	0.000	163.574	0.00000000	9.451	12.914	9.451	12.914	9.451	12.914	0.000	3.171	0.000	3.171	0.000	3.171	183.262	99999.000	183.262	99999.000	183.262	99999.000	0.486505	0.890785	0.875085	0.125682	0.844720	0.465742	0.066667
4.693	0.028	103.828	0.20000000	3.279	5.850	3.279	5.850	3.279	5.850	0.000	1.350	0.000	1.350	0.000	1.350	21.973	99999.000	21.973	99999.000	21.973	99999.000	7.539	1.615	66.172	0.70000000	6.592	11.771	6.592	11.771	6.592	11.771	0.000	2.997	0.000	2.997	0.000	2.997	27.711	356.797	27.711	356.797	27.711	356.797	0.405120	0.801975	0.793198	0.042442	0.846154	0.451325	0.147059
5.451	0.000	99999.000	0.00000000	4.920	5.867	4.920	5.867	4.920	5.867	0.000	0.105	0.000	0.105	0.000	0.105	95.250	99999.000	95.250	99999.000	95.250	99999.000	8.664	0.000	99999.000	0.00000000	8.008	8.779	8.008	8.779	8.008	8.779	0.000	0.077	0.000	0.077	0.000	0.077	202.438	99999.000	202.438	99999.000	202.438	99999.000	0.406369	0.907111	0.898783	0.082278	0.824561	0.370617	0.063291
5.443	0.007	229.688	0.50000000	4.650	6.080	4.650	6.080	4.650	6.080	0.000	0.269	0.000	0.269	0.000	0.269	105.000	99999.000	105.000	99999.000	105.000	99999.000	9.512	1.740	46.865	0.90000000	8.307	13.791	8.307	13.791	8.307	13.791	0.000	1.245	0.000	1.245	0.000	1.245	44.834	150.459	44.834	150.459	44.834	150.459	0.460728	0.910086	0.878386	0.260660	0.858824	0.476714	0.115385
4.939	0.005	99999.000	0.00000000	4.281	5.328	4.281	5.328	4.281	5.328	0.000	0.274	0.000	0.274	0.000	0.274	61.266	99999.000	61.266	99999.000	61.266	99999.000	7.562	1.255	61.250	0.60000000	7.320	12.398	7.320	12.398	7.320	12.398	0.000	1.756	0.000	1.756	0.000	1.756	36.473	99999.000	36.473	99999.000	36.473	99999.000	0.364069	0.932050	0.918460	0.166666	0.848485	0.400644	0.081081
3.992	0.851	39.219	0.90000000	3.932	5.988	3.932	5.988	3.932	5.988	0.000	0.918	0.000	0.918	0.000	0.918	22.539	99999.000	22.539	99999.000	22.539	99999.000	7.137	0.214	52.451	1.00000000	5.016	8.234	5.016	8.234	5.016	8.234	0.000	3.043	0.000	3.043	0.000	3.043	50.576	99999.000	50.576	99999.000	50.576	99999.000	0.250509	0.901183	0.820119	0.450656	0.837838	0.340612	0.179487
6.619	0.000	63.125	1.00000000	4.025	7.303	4.025	7.303	4.025	7.303	0.000	1.485	0.000	1.485	0.000	1.485	29.697	99999.000	29.697	99999.000	29.697	99999.000	9.010	2.261	51.836	0.90000000	6.893	11.264	6.893	11.264	6.893	11.264	0.000	4.494	0.000	4.494	0.000	4.494	42.119	99999.000	42.119	99999.000	42.119	99999.000	0.384306	0.898080	0.889477	0.077840	0.812121	0.370098	0.054054
