tau	theta0	theta1	pvalue	downtau(alpha=0.01)	uptau(alpha=0.01)	downtau(alpha=0.05)	uptau(alpha=0.05)	downtau(alpha=0.1)	uptau(alpha=0.1)	downtheta0(alpha=0.01)	uptheta0(alpha=0.01)	downtheta0(alpha=0.05)	uptheta0(alpha=0.05)	downtheta0(alpha=0.1)	uptheta0(alpha=0.1)	downtheta1(alpha=0.01)	uptheta1(alpha=0.01)	downtheta1(alpha=0.05)	uptheta1(alpha=0.05)	downtheta1(alpha=0.1)	uptheta1(alpha=0.1)	IS_tau	IS_theta0	IS_theta1	IS_pvalue	IS_downtau(alpha=0.01)	IS_uptau(alpha=0.01)	IS_downtau(alpha=0.05)	IS_uptau(alpha=0.05)	IS_downtau(alpha=0.1)	IS_uptau(alpha=0.1)	IS_downtheta0(alpha=0.01)	IS_uptheta0(alpha=0.01)	IS_downtheta0(alpha=0.05)	IS_uptheta0(alpha=0.05)	IS_downtheta0(alpha=0.1)	IS_uptheta0(alpha=0.1)	IS_downtheta1(alpha=0.01)	IS_uptheta1(alpha=0.01)	IS_downtheta1(alpha=0.05)	IS_uptheta1(alpha=0.05)	IS_downtheta1(alpha=0.1)	IS_uptheta1(alpha=0.1)	MSH	SH	MASH	P	SHchanges	DH	HBC
1.344	0.000	99999.000	0.40000000	1.064	1.381	1.064	1.381	1.064	1.381	0.000	0.005	0.000	0.005	0.000	0.005	22.867	99999.000	22.867	99999.000	22.867	99999.000	1.518	0.004	99999.000	0.30000000	1.385	1.697	1.385	1.697	1.385	1.697	0.000	0.002	0.000	0.002	0.000	0.002	11.090	99999.000	11.090	99999.000	11.090	99999.000	0.015940	0.336084	0.217416	0.151636	0.697674	0.114149	0.500000
1.648	0.005	32.369	0.60000000	0.998	2.326	0.998	2.326	0.998	2.326	0.000	0.369	0.000	0.369	0.000	0.369	6.832	99999.000	6.832	99999.000	6.832	99999.000	2.199	0.000	26.875	0.50000000	0.924	2.451	0.924	2.451	0.924	2.451	0.000	0.900	0.000	0.900	0.000	0.900	10.210	99999.000	10.210	99999.000	10.210	99999.000	0.041503	0.586924	0.408178	0.302027	0.745455	0.228929	0.340909
1.172	0.000	99999.000	0.00000000	0.941	1.430	0.941	1.430	0.941	1.430	0.000	0.102	0.000	0.102	0.000	0.102	12.457	99999.000	12.457	99999.000	12.457	99999.000	1.232	0.000	99999.000	0.50000000	0.980	1.406	0.980	1.406	0.980	1.406	0.000	0.016	0.000	0.016	0.000	0.016	18.453	99999.000	18.453	99999.000	18.453	99999.000	0.008649	0.271530	0.236471	0.045917	0.682927	0.082552	0.500000
1.775	0.012	64.947	0.30000000	1.406	1.975	1.406	1.975	1.406	1.975	0.000	0.489	0.000	0.489	0.000	0.489	4.449	99999.000	4.449	99999.000	4.449	99999.000	1.969	0.004	19.595	0.90000000	0.861	3.152	0.861	3.152	0.861	3.152	0.000	0.146	0.000	0.146	0.000	0.146	11.607	99999.000	11.607	99999.000	11.607	99999.000	0.013076	0.425681	0.399003	0.044390	0.770492	0.065766	0.326531
1.885	0.012	3.931	0.90000000	1.008	2.721	1.008	2.721	1.008	2.721	0.000	0.004	0.000	0.004	0.000	0.004	1.617	99999.000	1.617	99999.000	1.617	99999.000	2.234	0.000	3.392	0.80000000	0.443	3.018	0.443	3.018	0.443	3.018	0.000	0.738	0.000	0.738	0.000	0.738	4.658	99999.000	4.658	99999.000	4.658	99999.000	0.006957	0.341234	0.330537	0.015978	0.702128	0.077779	0.325000
1.223	0.000	99999.000	0.30000000	1.018	1.473	1.018	1.473	1.018	1.473	0.000	0.028	0.000	0.028	0.000	0.028	5.934	99999.000	5.934	99999.000	5.934	99999.000	1.375	0.000	99999.000	0.90000000	1.000	1.783	1.000	1.783	1.000	1.783	0.000	0.007	0.000	0.007	0.000	0.007	13.727	99999.000	13.727	99999.000	13.727	99999.000	0.017599	0.428749	0.345278	0.127492	0.760000	0.133968	0.477273
1.105	0.000	17.141	0.30000000	0.557	1.738	0.557	1.738	0.557	1.738	0.000	0.090	0.000	0.090	0.000	0.090	5.188	99999.000	5.188	99999.000	5.188	99999.000	1.463	0.000	3.528	0.70000000	0.457	3.477	0.457	3.477	0.457	3.477	0.000	0.274	0.000	0.274	0.000	0.274	0.766	99999.000	0.766	99999.000	0.766	99999.000	0.004760	0.178979	0.169481	0.011436	0.692308	0.038926	0.242424
1.039	0.002	99999.000	0.10000000	0.785	1.121	0.785	1.121	0.785	1.121	0.000	0.011	0.000	0.011	0.000	0.011	8.355	99999.000	8.355	99999.000	8.355	99999.000	1.111	0.004	99999.000	0.00000000	0.932	1.328	0.932	1.328	0.932	1.328	0.000	0.046	0.000	0.046	0.000	0.046	18.922	99999.000	18.922	99999.000	18.922	99999.000	0.012557	0.197702	0.140460	0.066596	0.684211	0.111578	0.500000
2.055	0.000	99999.000	0.00000000	1.805	2.449	1.805	2.449	1.805	2.449	0.000	0.385	0.000	0.385	0.000	0.385	46.031	99999.000	46.031	99999.000	46.031	99999.000	2.326	0.040	99999.000	0.40000000	2.188	2.729	2.188	2.729	2.188	2.729	0.000	0.578	0.000	0.578	0.000	0.578	26.656	99999.000	26.656	99999.000	26.656	99999.000	0.055350	0.683666	0.645072	0.108738	0.741935	0.186398	0.346939
1.361	0.046	28.267	0.70000000	0.598	1.770	0.598	1.770	0.598	1.770	0.000	0.271	0.000	0.271	0.000	0.271	2.188	99999.000	2.188	99999.000	2.188	99999.000	0.854	0.679	99999.000	0.80000000	0.063	2.449	0.063	2.449	0.063	2.449	0.000	5.043	0.000	5.043	0.000	5.043	9.332	99999.000	9.332	99999.000	9.332	99999.000	0.008900	0.336145	0.318555	0.025813	0.733333	0.060861	0.416667
1.342	0.000	99999.000	0.10000000	1.010	1.771	1.010	1.771	1.010	1.771	0.000	0.012	0.000	0.012	0.000	0.012	31.305	99999.000	31.305	99999.000	31.305	99999.000	1.691	0.000	99999.000	0.20000000	1.504	2.168	1.504	2.168	1.504	2.168	0.000	0.009	0.000	0.009	0.000	0.009	7.604	99999.000	7.604	99999.000	7.604	99999.000	0.035391	0.532824	0.338168	0.294117	0.780000	0.221036	0.511628
1.629	0.002	2.323	0.50000000	0.855	3.941	0.855	3.941	0.855	3.941	0.000	0.007	0.000	0.007	0.000	0.007	2.838	99999.000	2.838	99999.000	2.838	99999.000	2.018	0.002	2.516	0.80000000	0.000	2.359	0.000	2.359	0.000	2.359	0.000	0.007	0.000	0.007	0.000	0.007	0.205	99999.000	0.205	99999.000	0.205	99999.000	0.022484	0.301300	0.216365	0.108386	0.733333	0.180869	0.342857
1.242	0.000	99999.000	0.40000000	0.992	1.961	0.992	1.961	0.992	1.961	0.000	0.033	0.000	0.033	0.000	0.033	25.523	99999.000	25.523	99999.000	25.523	99999.000	1.295	0.016	99999.000	0.40000000	1.215	1.504	1.215	1.504	1.215	1.504	0.000	0.137	0.000	0.137	0.000	0.137	7.252	99999.000	7.252	99999.000	7.252	99999.000	0.006530	0.303338	0.264672	0.052582	0.641026	0.053845	0.342857
0.932	0.000	99999.000	1.00000000	0.682	1.287	0.682	1.287	0.682	1.287	0.000	0.123	0.000	0.123	0.000	0.123	15.289	99999.000	15.289	99999.000	15.289	99999.000	0.996	0.044	17.903	0.90000000	0.541	1.545	0.541	1.545	0.541	1.545	0.000	0.670	0.000	0.670	0.000	0.670	1.510	99999.000	1.510	99999.000	1.510	99999.000	0.008208	0.287455	0.241634	0.060421	0.722222	0.090306	0.406250
1.439	0.000	4.143	0.70000000	0.443	1.934	0.443	1.934	0.443	1.934	0.000	0.051	0.000	0.051	0.000	0.051	5.423	99999.000	5.423	99999.000	5.423	99999.000	1.463	0.074	3.929	0.80000000	0.463	3.609	0.463	3.609	0.463	3.609	0.000	0.084	0.000	0.084	0.000	0.084	1.648	99999.000	1.648	99999.000	1.648	99999.000	0.006426	0.361945	0.340706	0.032216	0.704545	0.054089	0.351351
1.246	0.002	99999.000	0.10000000	1.129	1.652	1.129	1.652	1.129	1.652	0.000	0.095	0.000	0.095	0.000	0.095	32.008	99999.000	32.008	99999.000	32.008	99999.000	1.439	0.000	99999.000	0.00000000	1.186	1.592	1.186	1.592	1.186	1.592	0.000	0.018	0.000	0.018	0.000	0.018	15.641	99999.000	15.641	99999.000	15.641	99999.000	0.021794	0.425212	0.305974	0.171806	0.750000	0.150323	0.512195
1.453	0.000	9.329	0.80000000	1.232	3.170	1.232	3.170	1.232	3.170	0.000	0.246	0.000	0.246	0.000	0.246	3.411	99999.000	3.411	99999.000	3.411	99999.000	1.822	0.005	4.991	0.80000000	0.947	2.289	0.947	2.289	0.947	2.289	0.000	0.079	0.000	0.079	0.000	0.079	7.637	99999.000	7.637	99999.000	7.637	99999.000	0.019236	0.312458	0.267722	0.061091	0.717391	0.123953	0.365854
1.518	0.005	99999.000	0.60000000	1.166	2.104	1.166	2.104	1.166	2.104	0.000	0.011	0.000	0.011	0.000	0.011	15.270	99999.000	15.270	99999.000	15.270	99999.000	1.672	0.000	63.697	0.30000000	1.225	2.189	1.225	2.189	1.225	2.189	0.000	0.076	0.000	0.076	0.000	0.076	3.030	99999.000	3.030	99999.000	3.030	99999.000	0.024361	0.474537	0.429269	0.079315	0.698113	0.143630	0.391304
2.164	0.005	3.235	0.60000000	0.598	6.039	0.598	6.039	0.598	6.039	0.000	0.011	0.000	0.011	0.000	0.011	2.814	99999.000	2.814	99999.000	2.814	99999.000	2.484	0.004	3.174	0.80000000	0.445	5.994	0.445	5.994	0.445	5.994	0.000	0.014	0.000	0.014	0.000	0.014	3.712	99999.000	3.712	99999.000	3.712	99999.000	0.010627	0.312656	0.280960	0.044081	0.723404	0.084366	0.394737
1.344	0.002	99999.000	0.00000000	1.100	1.594	1.100	1.594	1.100	1.594	0.000	0.438	0.000	0.438	0.000	0.438	24.117	99999.000	24.117	99999.000	24.117	99999.000	1.781	0.000	99999.000	0.40000000	1.568	2.223	1.568	2.223	1.568	2.223	0.000	0.102	0.000	0.102	0.000	0.102	9.742	99999.000	9.742	99999.000	9.742	99999.000	0.036146	0.539568	0.369635	0.269579	0.704545	0.286348	0.463415
1.473	0.000	99999.000	0.70000000	1.223	2.039	1.223	2.039	1.223	2.039	0.000	0.218	0.000	0.218	0.000	0.218	4.977	99999.000	4.977	99999.000	4.977	99999.000	1.727	0.000	78.306	0.90000000	1.400	2.479	1.400	2.479	1.400	2.479	0.000	0.044	0.000	0.044	0.000	0.044	5.628	99999.000	5.628	99999.000	5.628	99999.000	0.022097	0.420532	0.303596	0.167915	0.763636	0.133587	0.444444
0.783	0.000	51.106	0.80000000	0.473	1.146	0.473	1.146	0.473	1.146	0.000	0.169	0.000	0.169	0.000	0.169	1.264	99999.000	1.264	99999.000	1.264	99999.000	0.900	0.000	4.163	0.80000000	0.000	2.025	0.000	2.025	0.000	2.025	0.000	0.188	0.000	0.188	0.000	0.188	1.026	99999.000	1.026	99999.000	1.026	99999.000	0.004980	0.088088	0.078220	0.010705	0.692308	0.061472	0.387097
1.773	0.000	99999.000	0.40000000	1.365	2.133	1.365	2.133	1.365	2.133	0.000	0.086	0.000	0.086	0.000	0.086	8.902	99999.000	8.902	99999.000	8.902	99999.000	2.105	0.047	41.406	0.70000000	1.512	2.781	1.512	2.781	1.512	2.781	0.000	0.051	0.000	0.051	0.000	0.051	18.799	99999.000	18.799	99999.000	18.799	99999.000	0.034628	0.615269	0.517964	0.201863	0.783333	0.159339	0.404255
1.457	0.000	99999.000	0.00000000	1.092	1.992	1.092	1.992	1.092	1.992	0.000	0.348	0.000	0.348	0.000	0.348	21.266	99999.000	21.266	99999.000	21.266	99999.000	1.586	0.000	99999.000	0.10000000	1.336	1.840	1.336	1.840	1.336	1.840	0.000	0.030	0.000	0.030	0.000	0.030	29.156	99999.000	29.156	99999.000	29.156	99999.000	0.012905	0.469835	0.401871	0.113627	0.708333	0.085915	0.375000
1.311	0.000	99999.000	0.30000000	1.084	1.934	1.084	1.934	1.084	1.934	0.000	0.005	0.000	0.005	0.000	0.005	4.430	99999.000	4.430	99999.000	4.430	99999.000	1.402	0.000	99999.000	0.30000000	1.279	1.945	1.279	1.945	1.279	1.945	0.000	0.018	0.000	0.018	0.000	0.018	731.500	99999.000	731.500	99999.000	731.500	99999.000	0.015798	0.406419	0.351040	0.085335	0.750000	0.127338	0.418605
1.291	0.000	99999.000	0.00000000	0.807	1.496	0.807	1.496	0.807	1.496	0.000	0.004	0.000	0.004	0.000	0.004	68.609	99999.000	68.609	99999.000	68.609	99999.000	1.646	0.000	99999.000	0.00000000	1.379	1.869	1.379	1.869	1.379	1.869	0.000	0.341	0.000	0.341	0.000	0.341	11.363	99999.000	11.363	99999.000	11.363	99999.000	0.034699	0.564688	0.342466	0.337963	0.682927	0.241976	0.473684
1.473	0.021	5.432	1.00000000	0.000	2.232	0.000	2.232	0.000	2.232	0.000	0.005	0.000	0.005	0.000	0.005	1.673	99999.000	1.673	99999.000	1.673	99999.000	1.391	0.568	6.519	1.00000000	0.000	3.279	0.000	3.279	0.000	3.279	0.000	0.014	0.000	0.014	0.000	0.014	2.396	99999.000	2.396	99999.000	2.396	99999.000	0.043248	0.413985	0.250670	0.217948	0.759259	0.245020	0.422222
1.691	0.000	99999.000	0.20000000	1.000	2.068	1.000	2.068	1.000	2.068	0.000	0.000	0.000	0.000	0.000	0.000	6.617	99999.000	6.617	99999.000	6.617	99999.000	1.822	0.005	99999.000	0.20000000	1.045	1.992	1.045	1.992	1.045	1.992	0.000	0.171	0.000	0.171	0.000	0.171	8.326	99999.000	8.326	99999.000	8.326	99999.000	0.016701	0.454802	0.398619	0.093423	0.720930	0.076454	0.400000
1.449	0.000	99999.000	0.40000000	1.279	1.848	1.279	1.848	1.279	1.848	0.000	0.214	0.000	0.214	0.000	0.214	2.302	99999.000	2.302	99999.000	2.302	99999.000	1.648	0.000	99999.000	0.30000000	1.525	1.836	1.525	1.836	1.525	1.836	0.000	0.051	0.000	0.051	0.000	0.051	5.504	99999.000	5.504	99999.000	5.504	99999.000	0.026489	0.429159	0.349961	0.121836	0.754717	0.132346	0.437500
1.547	0.000	99999.000	0.50000000	1.514	1.857	1.514	1.857	1.514	1.857	0.000	0.102	0.000	0.102	0.000	0.102	12.672	99999.000	12.672	99999.000	12.672	99999.000	1.719	0.009	37.759	0.70000000	1.463	2.188	1.463	2.188	1.463	2.188	0.000	0.178	0.000	0.178	0.000	0.178	6.734	99999.000	6.734	99999.000	6.734	99999.000	0.018647	0.394025	0.341883	0.079229	0.767857	0.097985	0.369565
0.879	0.000	99999.000	0.10000000	0.643	1.033	0.643	1.033	0.643	1.033	0.000	0.026	0.000	0.026	0.000	0.026	18.688	99999.000	18.688	99999.000	18.688	99999.000	1.375	0.171	3.396	1.00000000	0.459	2.285	0.459	2.285	0.459	2.285	0.000	0.014	0.000	0.014	0.000	0.014	1.961	99999.000	1.961	99999.000	1.961	99999.000	0.007326	0.221467	0.185826	0.043776	0.666667	0.066721	0.394737
1.312	0.000	38.528	0.90000000	1.254	1.549	1.254	1.549	1.254	1.549	0.000	0.288	0.000	0.288	0.000	0.288	5.020	99999.000	5.020	99999.000	5.020	99999.000	1.500	0.004	8.423	0.90000000	0.766	2.242	0.766	2.242	0.766	2.242	0.000	0.802	0.000	0.802	0.000	0.802	1.749	99999.000	1.749	99999.000	1.749	99999.000	0.009609	0.307052	0.289029	0.025349	0.729167	0.066857	0.414634
1.658	0.000	99999.000	0.00000000	1.340	1.943	1.340	1.943	1.340	1.943	0.000	0.000	0.000	0.000	0.000	0.000	11.090	99999.000	11.090	99999.000	11.090	99999.000	1.824	0.007	99999.000	0.20000000	1.514	2.354	1.514	2.354	1.514	2.354	0.000	0.571	0.000	0.571	0.000	0.571	12.184	99999.000	12.184	99999.000	12.184	99999.000	0.027657	0.592986	0.541862	0.111590	0.723404	0.121874	0.395349
1.746	0.025	14.713	0.60000000	1.076	3.395	1.076	3.395	1.076	3.395	0.000	0.218	0.000	0.218	0.000	0.218	1.121	99999.000	1.121	99999.000	1.121	99999.000	2.107	0.000	8.931	0.80000000	1.035	3.539	1.035	3.539	1.035	3.539	0.000	1.675	0.000	1.675	0.000	1.675	4.088	99999.000	4.088	99999.000	4.088	99999.000	0.023481	0.515024	0.460517	0.101036	0.750000	0.120560	0.263158
1.627	0.000	99999.000	0.10000000	1.381	2.021	1.381	2.021	1.381	2.021	0.000	0.042	0.000	0.042	0.000	0.042	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	1.865	0.000	99999.000	0.60000000	1.568	2.371	1.568	2.371	1.568	2.371	0.000	0.019	0.000	0.019	0.000	0.019	79.312	99999.000	79.312	99999.000	79.312	99999.000	0.018306	0.536869	0.452921	0.153447	0.753846	0.141683	0.442308
1.600	0.004	99999.000	0.00000000	1.330	1.787	1.330	1.787	1.330	1.787	0.000	0.418	0.000	0.418	0.000	0.418	6.295	99999.000	6.295	99999.000	6.295	99999.000	1.809	0.000	99999.000	0.50000000	1.279	2.199	1.279	2.199	1.279	2.199	0.000	0.534	0.000	0.534	0.000	0.534	19.508	99999.000	19.508	99999.000	19.508	99999.000	0.024568	0.496343	0.376152	0.192661	0.771930	0.132572	0.469388
1.281	0.004	99999.000	0.10000000	0.270	1.443	0.270	1.443	0.270	1.443	0.000	0.011	0.000	0.011	0.000	0.011	24.352	99999.000	24.352	99999.000	24.352	99999.000	1.373	0.000	99999.000	0.00000000	1.109	1.656	1.109	1.656	1.109	1.656	0.000	0.257	0.000	0.257	0.000	0.257	21.969	99999.000	21.969	99999.000	21.969	99999.000	0.011379	0.355428	0.293319	0.087888	0.681818	0.086022	0.475000
1.133	0.000	99999.000	0.00000000	0.887	1.789	0.887	1.789	0.887	1.789	0.000	0.081	0.000	0.081	0.000	0.081	11.441	99999.000	11.441	99999.000	11.441	99999.000	1.184	0.000	99999.000	0.10000000	0.953	1.654	0.953	1.654	0.953	1.654	0.000	0.040	0.000	0.040	0.000	0.040	2.153	99999.000	2.153	99999.000	2.153	99999.000	0.006851	0.231400	0.183532	0.058627	0.666667	0.048743	0.454545
1.463	0.002	99999.000	0.00000000	1.139	1.818	1.139	1.818	1.139	1.818	0.000	0.042	0.000	0.042	0.000	0.042	11.539	99999.000	11.539	99999.000	11.539	99999.000	1.625	0.000	99999.000	0.10000000	1.338	2.105	1.338	2.105	1.338	2.105	0.000	0.415	0.000	0.415	0.000	0.415	4.859	99999.000	4.859	99999.000	4.859	99999.000	0.029769	0.450738	0.371799	0.125659	0.740741	0.180341	0.458333
1.350	0.000	99999.000	0.30000000	0.842	1.682	0.842	1.682	0.842	1.682	0.000	0.025	0.000	0.025	0.000	0.025	24.977	99999.000	24.977	99999.000	24.977	99999.000	1.439	0.000	99999.000	0.50000000	0.969	2.031	0.969	2.031	0.969	2.031	0.000	0.005	0.000	0.005	0.000	0.005	16.109	99999.000	16.109	99999.000	16.109	99999.000	0.013508	0.405790	0.347413	0.089454	0.734694	0.114354	0.428571
1.062	0.000	26.223	0.10000000	0.799	1.395	0.799	1.395	0.799	1.395	0.000	0.334	0.000	0.334	0.000	0.334	2.591	99999.000	2.591	99999.000	2.591	99999.000	1.162	0.000	13.177	0.30000000	0.039	1.975	0.039	1.975	0.039	1.975	0.000	0.309	0.000	0.309	0.000	0.309	7.220	99999.000	7.220	99999.000	7.220	99999.000	0.012843	0.242026	0.194378	0.059144	0.692308	0.111509	0.444444
1.033	0.007	99999.000	0.30000000	0.768	1.711	0.768	1.711	0.768	1.711	0.000	0.067	0.000	0.067	0.000	0.067	4.752	99999.000	4.752	99999.000	4.752	99999.000	0.975	0.093	99999.000	1.00000000	0.904	1.420	0.904	1.420	0.904	1.420	0.000	0.005	0.000	0.005	0.000	0.005	12.906	99999.000	12.906	99999.000	12.906	99999.000	0.008410	0.211599	0.198504	0.016339	0.695652	0.080472	0.405405
2.004	0.005	1.339	0.90000000	0.000	128.000	0.000	128.000	0.000	128.000	0.000	1.041	0.000	1.041	0.000	1.041	1.147	99999.000	1.147	99999.000	1.147	99999.000	2.203	0.000	1.325	0.90000000	0.000	2.041	0.000	2.041	0.000	2.041	0.000	0.004	0.000	0.004	0.000	0.004	2.583	99999.000	2.583	99999.000	2.583	99999.000	0.003226	0.104574	0.100807	0.004189	0.575758	0.031420	0.296296
1.051	0.028	99999.000	0.70000000	0.863	1.492	0.863	1.492	0.863	1.492	0.000	0.004	0.000	0.004	0.000	0.004	2.383	99999.000	2.383	99999.000	2.383	99999.000	1.006	0.192	99999.000	0.90000000	0.881	1.445	0.881	1.445	0.881	1.445	0.000	0.114	0.000	0.114	0.000	0.114	27.789	99999.000	27.789	99999.000	27.789	99999.000	0.011332	0.323958	0.258528	0.088244	0.729167	0.098187	0.488372
1.074	0.000	99999.000	0.10000000	0.605	1.441	0.605	1.441	0.605	1.441	0.000	0.014	0.000	0.014	0.000	0.014	17.027	99999.000	17.027	99999.000	17.027	99999.000	1.104	0.000	99999.000	0.10000000	0.854	1.422	0.854	1.422	0.854	1.422	0.000	0.065	0.000	0.065	0.000	0.065	99999.000	99999.000	99999.000	99999.000	99999.000	99999.000	0.005420	0.240241	0.215927	0.031010	0.647059	0.055275	0.468750
1.004	0.000	99999.000	0.10000000	0.846	1.674	0.846	1.674	0.846	1.674	0.000	0.019	0.000	0.019	0.000	0.019	22.789	99999.000	22.789	99999.000	22.789	99999.000	1.080	0.004	99999.000	0.20000000	0.953	1.334	0.953	1.334	0.953	1.334	0.000	0.033	0.000	0.033	0.000	0.033	20.914	99999.000	20.914	99999.000	20.914	99999.000	0.007787	0.236555	0.178992	0.070113	0.657143	0.080160	0.454545
1.633	0.000	99999.000	0.20000000	1.377	1.922	1.377	1.922	1.377	1.922	0.000	0.035	0.000	0.035	0.000	0.035	22.008	99999.000	22.008	99999.000	22.008	99999.000	1.732	0.000	457.525	0.20000000	1.197	2.168	1.197	2.168	1.197	2.168	0.000	0.431	0.000	0.431	0.000	0.431	8.311	99999.000	8.311	99999.000	8.311	99999.000	0.010828	0.460827	0.442846	0.032273	0.700000	0.060918	0.222222
